Tool;View;ChangeSet;RunIndex;Iteration;PhaseName;MetricName;MetricValue
SQLSolution;Q1;4;2;9;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;10;Update;Time;11601027
SQLSolution;Q1;4;2;10;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;11;Update;Time;14317538
SQLSolution;Q1;4;2;11;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;12;Update;Time;9371607
SQLSolution;Q1;4;2;12;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;13;Update;Time;9785894
SQLSolution;Q1;4;2;13;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;14;Update;Time;11173903
SQLSolution;Q1;4;2;14;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;15;Update;Time;13267664
SQLSolution;Q1;4;2;15;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;16;Update;Time;8962072
SQLSolution;Q1;4;2;16;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;17;Update;Time;11443564
SQLSolution;Q1;4;2;17;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;18;Update;Time;13522924
SQLSolution;Q1;4;2;18;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;19;Update;Time;10375185
SQLSolution;Q1;4;2;19;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;20;Update;Time;10635517
SQLSolution;Q1;4;2;20;Update;Elements;723221|167197|404236
SQLSolution;Q1;8;0;0;Initialization;Time;1112027625
SQLSolution;Q1;8;0;0;Load;Time;432967253
SQLSolution;Q1;8;0;0;Initial;Time;30476282
SQLSolution;Q1;8;0;0;Initial;Elements;723221|167197|330466
SQLSolution;Q1;8;0;1;Update;Time;28776037
SQLSolution;Q1;8;0;1;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;2;Update;Time;19267305
SQLSolution;Q1;8;0;2;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;3;Update;Time;15955635
SQLSolution;Q1;8;0;3;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;4;Update;Time;21393193
SQLSolution;Q1;8;0;4;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;5;Update;Time;14600873
SQLSolution;Q1;8;0;5;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;6;Update;Time;5290973
SQLSolution;Q1;8;0;6;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;7;Update;Time;20781341
SQLSolution;Q1;8;0;7;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;8;Update;Time;13256325
SQLSolution;Q1;8;0;8;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;9;Update;Time;16617534
SQLSolution;Q1;8;0;9;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;10;Update;Time;8885421
SQLSolution;Q1;8;0;10;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;11;Update;Time;9048648
SQLSolution;Q1;8;0;11;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;12;Update;Time;11787362
SQLSolution;Q1;8;0;12;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;13;Update;Time;11099825
SQLSolution;Q1;8;0;13;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;14;Update;Time;6808714
SQLSolution;Q1;8;0;14;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;15;Update;Time;16539061
SQLSolution;Q1;8;0;15;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;16;Update;Time;14875128
SQLSolution;Q1;8;0;16;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;17;Update;Time;15109953
SQLSolution;Q1;8;0;17;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;18;Update;Time;15999740
SQLSolution;Q1;8;0;18;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;19;Update;Time;11188763
SQLSolution;Q1;8;0;19;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;0;20;Update;Time;11299931
SQLSolution;Q1;8;0;20;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;0;Initialization;Time;1108813849
SQLSolution;Q1;8;1;0;Load;Time;414744370
SQLSolution;Q1;8;1;0;Initial;Time;29894578
SQLSolution;Q1;8;1;0;Initial;Elements;723221|167197|330466
SQLSolution;Q1;8;1;1;Update;Time;28775631
SQLSolution;Q1;8;1;1;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;2;Update;Time;19774265
SQLSolution;Q1;8;1;2;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;3;Update;Time;15426999
SQLSolution;Q1;8;1;3;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;4;Update;Time;20834082
SQLSolution;Q1;8;1;4;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;5;Update;Time;14285587
SQLSolution;Q1;8;1;5;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;6;Update;Time;5397673
SQLSolution;Q1;8;1;6;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;7;Update;Time;16085832
SQLSolution;Q1;8;1;7;Update;Elements;723221|167197|330466
SQLSolution;Q1;8;1;8;Update;Time;12791151
SQLSolution;Q1;8;1;8;Update;Elements;723221|167197|330466
